ontology_version,review_id,election_year,section,question,option_text,candidate_count,stage,model,primary_domain,policy_key,plain_english_policy,substantive,confidence,evidence_quote,needs_human_review,review_reason,effects_json,effect_signature,evidence_quote_verified,classification_error,classification_cache
2.0.1,91A39BD191A5FD02,2010,Environment and Energy Issues,,"b) Do you support state funding for the development of traditional domestic energy sources (e.g. coal, natural gas, oil)?",20,escalation,ministral-3:8b,energy,climate_energy,Promote fossil fuel-based energy sources via state funding,True,high,"""state funding for the development of traditional domestic energy sources (e.g. coal, natural gas, oil)""",False,,"[{""axis"":""climate_energy"",""pole"":""fossil_expansion"",""strength"":""secondary"",""rationale"":""Explicit focus on coal, natural gas, and oil as traditional domestic energy sources.""},{""axis"":""resource_development"",""pole"":""expand"",""strength"":""primary"",""rationale"":""State funding explicitly targets development of these resources.""}]","[[""climate_energy"", ""fossil_expansion""], [""resource_development"", ""expand""]]",True,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_91A39BD191A5FD02_ministral-3_8b.json
2.0.1,95759DE3BF6FFDC2,2010,Health Issues,,"a) Do you support a universally-accessible, publicly-administered health insurance option?",20,escalation,ministral-3:8b,healthcare,healthcare_access,"A government-run or subsidized healthcare plan available to all citizens, with public administration of enrollment and service delivery.",True,high,"'universally-accessible, publicly-administered health insurance option'",False,,"[{""axis"":""healthcare_access"",""pole"":""expand"",""strength"":""primary"",""rationale"":""The option explicitly proposes a system that increases access to healthcare services for all citizens, regardless of income or employment status.""},{""axis"":""public_private_provision"",""pole"":""public_provision"",""strength"":""primary"",""rationale"":""The option specifies 'publicly-administered' as the mechanism for delivery and administration.""}]","[[""healthcare_access"", ""expand""], [""public_private_provision"", ""public_provision""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_95759DE3BF6FFDC2_ministral-3_8b.json
2.0.1,40F0CB680D808788,2010,Health Issues,,b) Do you support expanding access to health care through commercial health insurance reform?,20,escalation,ministral-3:8b,healthcare,healthcare_access_expansion,"Use private-sector commercial health insurance mechanisms (e.g., regulated markets, subsidies) to increase coverage rather than government-run programs.",False,high,"""commercial health insurance reform""",False,,"[{""axis"":""public_private_provision"",""pole"":""private_provision"",""strength"":""primary"",""rationale"":""The option explicitly frames expansion via commercial insurance, not public systems.""},{""axis"":""tax_distribution"",""pole"":""regressive"",""strength"":""secondary"",""rationale"":""Commercial reform often relies on employer-based or individual market mechanisms that may disproportionately burden lower-income households (e.g., premiums, deductibles).""},{""axis"":""market_governance"",""pole"":""intervention"",""strength"":""secondary"",""rationale"":""Regulated commercial markets imply government oversight of private insurance (e.g., mandates, subsidies) rather than laissez-faire.""}]","[[""market_governance"", ""intervention""], [""public_private_provision"", ""private_provision""], [""tax_distribution"", ""regressive""]]",True,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_40F0CB680D808788_ministral-3_8b.json
2.0.1,09F1B16E2750CB09,1998,Abortion,Indicate which principles you support (if any) concerning abortion.,"h) Support ""buffer zones"" by requiring demonstrators to stay at least 15 feet away from abortion clinic doorways and driveways.",19,escalation,ministral-3:8b,civil_social,hunting_rural_recreation,Regulation of demonstrator proximity to abortion clinics (buffer zones).,True,high,"""buffer zones"" by requiring demonstrators to stay at least 15 feet away from abortion clinic doorways and driveways.",False,,"[{""axis"":""civil_social_liberty"",""pole"":""restrict"",""strength"":""secondary"",""rationale"":""Buffer zones limit demonstrators' ability to approach clinic entrances, restricting their freedom of assembly near the site.""},{""axis"":""public_private_provision"",""pole"":""private_provision"",""strength"":""secondary"",""rationale"":""Applies to private clinics (not government-run facilities), though it indirectly affects access to abortion services by restricting protest activity around them.""}]","[[""civil_social_liberty"", ""restrict""], [""public_private_provision"", ""private_provision""]]",True,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_09F1B16E2750CB09_ministral-3_8b.json
2.0.1,C9499D0747CD29F1,1998,Environment & Energy,Indicate which principles you support (if any) regarding the environment and energy.,a) Require the use of cleaner burning fuels in order to prevent pollution.,19,escalation,ministral-3:8b,environment,environmental_protection,Regulate fuel standards to reduce emissions,True,high,"""Require the use of cleaner burning fuels in order to prevent pollution""",False,,"[{""axis"":""environmental_protection"",""pole"":""strengthen"",""strength"":""primary"",""rationale"":""Explicitly targets pollution reduction via cleaner fuels""},{""axis"":""resource_management"",""pole"":""active_management"",""strength"":""secondary"",""rationale"":""Requires specific regulatory action (fuel standards) to achieve environmental goals""}]","[[""environmental_protection"", ""strengthen""], [""resource_management"", ""active_management""]]",True,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_C9499D0747CD29F1_ministral-3_8b.json
2.0.1,368D7BAA6EFC1AA6,2002,Educational Issues,Indicate which principles you support (if any) regarding education.,l) Support a constitutional amendment giving communities control over local school funding and standards.,19,escalation,ministral-3:8b,education,local_control_over_funding_and_standards,Advocates for transferring authority to local communities to determine how public school funding is allocated and what educational standards are enforced.,True,high,"""communities control over local school funding and standards""",False,,"[{""axis"":""education_governance"",""pole"":""public_system"",""strength"":""secondary"",""rationale"":""The option implies a shift in governance within the public system by decentralizing decision-making to local levels, rather than advocating for market-based alternatives.""},{""axis"":""institutional_populism"",""pole"":""popular_control"",""strength"":""primary"",""rationale"":""The explicit mention of 'communities' and 'local control' aligns with populist principles of empowering ordinary citizens over centralized institutions.""},{""axis"":""market_governance"",""pole"":""intervention"",""strength"":""secondary"",""rationale"":""While not explicitly market-oriented, the option implies a form of governance intervention (decentralization) to shape public policy outcomes.""}]","[[""education_governance"", ""public_system""], [""institutional_populism"", ""popular_control""], [""market_governance"", ""intervention""]]",True,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_368D7BAA6EFC1AA6_ministral-3_8b.json
2.0.1,13FD10F7D2EA7EDF,2006,Environment & Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,e) Support funding for open space preservation.,19,escalation,ministral-3:8b,conservation,open_space_preservation_funding,"Directly fund public or nonprofit acquisition/protection of undeveloped land to maintain natural areas, agricultural buffers, or scenic corridors.",True,high,"""Support funding for open space preservation""",False,,"[{""axis"":""conservation_preservation"",""pole"":""preserve"",""strength"":""primary"",""rationale"":""Explicitly targets preservation of undeveloped land, not resource extraction or development.""},{""axis"":""resource_development"",""pole"":""restrict"",""strength"":""secondary"",""rationale"":""Preservation inherently limits future development on preserved lands.""},{""axis"":""public_private_provision"",""pole"":""public_provision"",""strength"":""primary"",""rationale"":""Funding is directed to government or nonprofit entities, not private actors.""},{""axis"":""resource_management"",""pole"":""active_management"",""strength"":""secondary"",""rationale"":""Preservation requires ongoing stewardship (e.g., land acquisition, zoning enforcement).""}]","[[""conservation_preservation"", ""preserve""], [""public_private_provision"", ""public_provision""], [""resource_development"", ""restrict""], [""resource_management"", ""active_management""]]",True,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_13FD10F7D2EA7EDF_ministral-3_8b.json
2.0.1,A8F2E5E479B405FD,2006,Welfare and Poverty Issues,Indicate which principles you support (if any) regarding welfare.,e) Use federal TANF (Temporary Assistance to Needy Families) funds to extend health and child care subsidies to the working poor.,19,escalation,ministral-3:8b,childcare,childcare_support=expansion,"Increase eligibility for federal welfare funds (TANF) to cover health and childcare benefits for low-income workers, not just the unemployed or non-working poor.",True,high,"""extend health and child care subsidies to the working poor""",False,,"[{""axis"":""welfare_policy"",""pole"":""expansion"",""strength"":""primary"",""rationale"":""Directly extends welfare benefits to a broader group (working poor) beyond traditional TANF eligibility.""},{""axis"":""childcare_delivery"",""pole"":""family_subsidy"",""strength"":""primary"",""rationale"":""Uses subsidies tied to federal funds, not employer mandates or public provision. The wording implies conditional support for families based on income.""},{""axis"":""tax_distribution"",""pole"":""regressive"",""strength"":""secondary"",""rationale"":""Subsidies are targeted at low-income workers but do not explicitly redistribute wealth; they rely on existing welfare funds without progressive tax mechanisms.""}]","[[""childcare_delivery"", ""family_subsidy""], [""tax_distribution"", ""regressive""], [""welfare_policy"", ""expansion""]]",True,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_A8F2E5E479B405FD_ministral-3_8b.json
2.0.1,675D5E71D85475BC,2010,"Budget, Spending, and Tax Issues",1) State SpendingIndicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State TaxesIndicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget StabilizationIndicate which proposals you support (if any) for balancing Alabama's budget.,e) Instituting mandatory furloughs and layoffs for state employees,19,escalation,ministral-3:8b,welfare,public_private_provision,Reduction of public-sector employment via mandatory furloughs/layoffs to balance the budget.,False,high,mandatory furloughs and layoffs for state employees,False,,"[{""axis"":""welfare_policy"",""pole"":""restriction"",""strength"":""secondary"",""rationale"":""Mandatory furloughs/layoffs reduce public-sector wages and benefits, effectively restricting welfare-like services (e.g., government employment as a social safety net).""},{""axis"":""labor_capital_alignment"",""pole"":""capital_management"",""strength"":""primary"",""rationale"":""Prioritizes cost-cutting over labor protections, aligning with capital interests.""}]","[[""labor_capital_alignment"", ""capital_management""], [""welfare_policy"", ""restriction""]]",True,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_675D5E71D85475BC_ministral-3_8b.json
2.0.1,F30F0BD890822606,2010,"Budget, Spending, and Tax Issues",1) State SpendingIndicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State TaxesIndicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget StabilizationIndicate which proposals you support (if any) for balancing Alabama's budget.,c) Issuing the early release of certain non-violent offenders,19,escalation,ministral-3:8b,criminal_justice,budget_stabilization_mechanism,Use budget savings from releasing some non-violent prisoners early to balance the state budget.,False,low,"""Issuing the early release of certain non-violent offenders""",True,"The policy is framed as a budget stabilization measure, but its broader implications for criminal justice (e.g., public safety, rehabilitation) are not explicitly addressed in the source. The 'punitive' effect is inferred from the nature of early release, though the stated intent is fiscal.","[{""axis"":""criminal_punishment"",""pole"":""punitive"",""strength"":""secondary"",""rationale"":""Releasing non-violent offenders reduces incarceration, which is a punitive measure. However, the primary stated mechanism is budget stabilization rather than punishment reduction.""},{""axis"":""public_private_provision"",""pole"":""private_provision"",""strength"":""secondary"",""rationale"":""The policy does not explicitly involve public or private provision of services beyond its indirect effect on prison operations (which are publicly managed).""}]","[[""criminal_punishment"", ""punitive""], [""public_private_provision"", ""private_provision""]]",True,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_F30F0BD890822606_ministral-3_8b.json
2.0.1,8FDCBA6BE570A020,2010,Campaign Finance and Government Reform Issues,c) Do you support limits on the following types of contributions to candidates for state government?,g) Should current elected officials be prohibited from holding additional state jobs?,19,escalation,ministral-3:8b,government_reform,institutional_populism,Restricts post-election employment opportunities for state officials to reduce conflicts of interest.,True,high,"""Should current elected officials be prohibited from holding additional state jobs?""",False,,"[{""axis"":""institutional_populism"",""pole"":""popular_control"",""strength"":""secondary"",""rationale"":""Prohibiting additional state jobs for officials signals accountability to voters rather than institutional elites, aligning with populist demands for direct public oversight.""},{""axis"":""market_governance"",""pole"":""intervention"",""strength"":""primary"",""rationale"":""Directly restricts a market-like behavior (job-seeking by officials) via regulatory prohibition, not market autonomy.""}]","[[""institutional_populism"", ""popular_control""], [""market_governance"", ""intervention""]]",True,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_8FDCBA6BE570A020_ministral-3_8b.json
2.0.1,1157CF820E036BA6,2010,Crime and Public Safety Issues,,e) Should a minor accused of a violent crime be prosecuted as an adult?,19,escalation,ministral-3:8b,criminal_justice,labor_rights,Treatment of minors in criminal proceedings,True,high,"""Should a minor accused of a violent crime be prosecuted as an adult?""",False,,"[{""axis"":""civil_social_liberty"",""pole"":""restrict"",""strength"":""secondary"",""rationale"":""Prosecuting minors as adults removes protections afforded to juveniles under juvenile justice systems, which are designed to prioritize rehabilitation and developmental considerations.""},{""axis"":""criminal_punishment"",""pole"":""punitive"",""strength"":""primary"",""rationale"":""Prosecuting minors as adults shifts the system toward harsher penalties, aligning with adult criminal sentencing rather than juvenile rehabilitation frameworks.""},{""axis"":""institutional_populism"",""pole"":""institutional_control"",""strength"":""secondary"",""rationale"":""This option reflects a preference for traditional institutional (judicial) authority over juvenile justice systems, which may be perceived as more lenient or populist in their approach.""}]","[[""civil_social_liberty"", ""restrict""], [""criminal_punishment"", ""punitive""], [""institutional_populism"", ""institutional_control""]]",True,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_1157CF820E036BA6_ministral-3_8b.json
2.0.1,22956EAC23197458,2010,Education Issues,,a) Do you support national education standards?,19,escalation,ministral-3:8b,education,education_governance,"Support for centralized, uniform educational objectives across states",True,high,"""national education standards""",False,,"[{""axis"":""public_private_provision"",""pole"":""public_provision"",""strength"":""primary"",""rationale"":""National standards imply a federal role in defining curriculum/content, which is inherently public governance.""},{""axis"":""market_governance"",""pole"":""intervention"",""strength"":""primary"",""rationale"":""Standards represent direct intervention in local/state education systems to align them with federal criteria.""}]","[[""market_governance"", ""intervention""], [""public_private_provision"", ""public_provision""]]",True,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_22956EAC23197458_ministral-3_8b.json
2.0.1,18ABEFFD72C25EB3,2010,Health Issues,,c) Do you support interstate health insurance compacts?,19,escalation,ministral-3:8b,healthcare,interstate_health_insurance_compacts,"Supporting agreements between states to allow residents of one state to purchase health insurance plans from another state’s marketplace, potentially expanding options and competition across borders.",True,high,"""Do you support interstate health insurance compacts?""",False,,"[{""axis"":""market_governance"",""pole"":""market_autonomy"",""strength"":""secondary"",""rationale"":""Promotes cross-state competition in health insurance markets, reducing regulatory barriers to private-sector participation.""},{""axis"":""public_private_provision"",""pole"":""private_provision"",""strength"":""primary"",""rationale"":""Explicitly focuses on private insurers operating across state lines without direct government involvement in plan selection or provision.""},{""axis"":""healthcare_access"",""pole"":""expand"",""strength"":""secondary"",""rationale"":""May increase consumer choice and availability of insurance options, though actual access depends on implementation (e.g., affordability, pre-existing conditions coverage).""}]","[[""healthcare_access"", ""expand""], [""market_governance"", ""market_autonomy""], [""public_private_provision"", ""private_provision""]]",True,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_18ABEFFD72C25EB3_ministral-3_8b.json
2.0.1,EA2FFA874E5E7780,2018,Campaign Finance & Government Reform Issues:,,a) Do you support any limits on campaign contributions to state candidates?,19,escalation,ministral-3:8b,welfare,campaign_finance_reform,Whether to impose restrictions on monetary donations to state-level political campaigns.,False,high,"""Do you support any limits on campaign contributions""",False,,"[{""axis"":""market_governance"",""pole"":""intervention"",""strength"":""secondary"",""rationale"":""Limiting campaign contributions directly restricts the free flow of market transactions (donations) in political discourse, which is a form of state intervention.""},{""axis"":""public_private_provision"",""pole"":""public_provision"",""strength"":""secondary"",""rationale"":""Campaign finance rules are enforced by government bodies, thus representing public governance over private transactions (donations).""}]","[[""market_governance"", ""intervention""], [""public_private_provision"", ""public_provision""]]",True,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_EA2FFA874E5E7780_ministral-3_8b.json
2.0.1,90DAFBF66D8125A3,2018,Campaign Finance & Government Reform Issues:,,b) Do you support the regulation of indirect campaign contributions from corporations and unions?,19,escalation,ministral-3:8b,welfare,campaign_finance_reform,Regulating corporate/union indirect financial influence on elections,True,high,"""regulation of indirect campaign contributions""",False,,"[{""axis"":""market_governance"",""pole"":""intervention"",""strength"":""secondary"",""rationale"":""Regulating indirect contributions implies state intervention in market-based political financing.""},{""axis"":""public_private_provision"",""pole"":""public_provision"",""strength"":""secondary"",""rationale"":""Government regulation of private entities' financial activities (corporations/ unions) is a form of public oversight.""}]","[[""market_governance"", ""intervention""], [""public_private_provision"", ""public_provision""]]",True,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_90DAFBF66D8125A3_ministral-3_8b.json
2.0.1,550A97458B9F11A9,2018,Education Issues:,,d) Do you support increasing funding for the state education budget?,19,escalation,ministral-3:8b,education,public_provision=expansion,Increase government spending on K-12 public schools,False,high,"""increasing funding for the state education budget""",False,,"[{""axis"":""public_private_provision"",""pole"":""public_provision"",""strength"":""primary"",""rationale"":""Explicitly calls for *increasing* state education funding, which implies direct government provision of K-12 services.""},{""axis"":""tax_distribution"",""pole"":""regressive"",""strength"":""secondary"",""rationale"":""Public school funding is typically funded by general tax revenue (sales/property taxes), which disproportionately burden lower/middle-income households. No progressive mechanism (e.g., income-based subsidies) is stated.""},{""axis"":""education_governance"",""pole"":""public_system"",""strength"":""primary"",""rationale"":""Directly advocates for expanded state education budget, reinforcing the public school system's role.""}]","[[""education_governance"", ""public_system""], [""public_private_provision"", ""public_provision""], [""tax_distribution"", ""regressive""]]",True,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_550A97458B9F11A9_ministral-3_8b.json
2.0.1,53A6A5F7E512C9BD,2018,Social Issues:,,c) Do you support greater efforts by Alabama state government in closing the pay gap between men and women?,19,escalation,ministral-3:8b,welfare,gender_pay_gap_intervention,State government should actively reduce wage disparities between male and female workers.,False,high,"""greater efforts by Alabama state government in closing the pay gap""",False,,"[{""axis"":""tax_distribution"",""pole"":""regressive"",""strength"":""secondary"",""rationale"":""Closing the pay gap may require redistributive measures (e.g., wage subsidies, tax adjustments) that could disproportionately affect higher-income earners or employers.""},{""axis"":""labor_capital_alignment"",""pole"":""labor"",""strength"":""primary"",""rationale"":""Directly favors labor by addressing wage disparities without explicit employer penalties.""},{""axis"":""welfare_policy"",""pole"":""expansion"",""strength"":""primary"",""rationale"":""Represents an expansion of state welfare-like interventions to correct market inequities.""}]","[[""labor_capital_alignment"", ""labor""], [""tax_distribution"", ""regressive""], [""welfare_policy"", ""expansion""]]",True,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_53A6A5F7E512C9BD_ministral-3_8b.json
2.0.1,644206883C74EA1A,2002,Crime Issues,Indicate which principles you support (if any) to address crime.,l) Ban the use of racial profiling by law enforcement officers.,18,escalation,ministral-3:8b,civil_social,civil_social_liberty=expand,"Prohibits law enforcement from using race as a factor in policing decisions, expanding individual protections against discriminatory practices.",False,high,"""Ban the use of racial profiling""",False,,"[{""axis"":""civil_social_liberty"",""pole"":""expand"",""strength"":""primary"",""rationale"":""Directly restricts law enforcement discretion to target individuals based on race, thereby expanding individual liberty from discriminatory policing.""},{""axis"":""institutional_populism"",""pole"":""popular_control"",""strength"":""secondary"",""rationale"":""Implies a check on police authority by public standards (racial profiling as unconstitutional), aligning with popular oversight of law enforcement.""}]","[[""civil_social_liberty"", ""expand""], [""institutional_populism"", ""popular_control""]]",True,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_644206883C74EA1A_ministral-3_8b.json
2.0.1,6E8C2C3510B78831,2006,Health Issues,Indicate which principles you support (if any) regarding health.,c) Limit the amount of punitive damages that can be awarded in medical malpractice lawsuits.,18,escalation,ministral-3:8b,healthcare,criminal_punishment,Restrict financial penalties for medical professionals in malpractice cases,True,high,"""Limit the amount of punitive damages""",False,,"[{""axis"":""criminal_punishment"",""pole"":""punitive"",""strength"":""secondary"",""rationale"":""Limiting punitive damages reduces the severity of financial penalties for malpractice, effectively reducing punitive consequences for medical professionals.""},{""axis"":""healthcare_access"",""pole"":""restrict"",""strength"":""primary"",""rationale"":""By capping punitive damages, this option may discourage frivolous lawsuits and reduce legal barriers to healthcare providers, but it also limits compensation for victims of malpractice, indirectly restricting access to justice.""}]","[[""criminal_punishment"", ""punitive""], [""healthcare_access"", ""restrict""]]",True,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_6E8C2C3510B78831_ministral-3_8b.json
2.0.1,680B83C545612D27,2010,Environment and Energy Issues,,d) Do you support state funding for improvements to Alabama's energy infrastructure?,18,escalation,ministral-3:8b,environment,energy_infrastructure_funding,"State government should allocate public funds to upgrade or expand Alabama’s energy systems (e.g., power grids, transmission lines, renewable/non-renewable facilities).",False,high,"""Do you support **state funding** for improvements to Alabama's energy infrastructure?""",False,,"[{""axis"":""resource_development"",""pole"":""expand"",""strength"":""secondary"",""rationale"":""Funding infrastructure implicitly supports energy production (e.g., fossil fuel plants, renewables) by enabling scale and reliability. No explicit distinction between sources is made.""},{""axis"":""resource_management"",""pole"":""active_management"",""strength"":""primary"",""rationale"":""Infrastructure upgrades require coordinated oversight (e.g., grid modernization, permitting) to integrate new resources or maintain existing ones. Directly implies state intervention in energy systems.""},{""axis"":""public_private_provision"",""pole"":""public_provision"",""strength"":""primary"",""rationale"":""Explicit mention of *state funding* for infrastructure delivery, not private investment or market mechanisms.""}]","[[""public_private_provision"", ""public_provision""], [""resource_development"", ""expand""], [""resource_management"", ""active_management""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_680B83C545612D27_ministral-3_8b.json
2.0.1,BA4CFD7BC06EEBC3,2018,"Budget, Spending, & Tax Issues:",1) Budget Stabilization:Indicate which proposals you support (if any) for balancing Alabama's budget.,b) Instituting mandatory furloughs AND/OR layoffs for state employees?,18,escalation,ministral-3:8b,welfare,public_private_provision,Directly reduce public-sector employment via forced leave or termination to cut costs.,False,high,"""Instituting mandatory furloughs AND/OR layoffs""",False,,"[{""axis"":""market_governance"",""pole"":""intervention"",""strength"":""secondary"",""rationale"":""The mechanism of furloughs/layoffs is a direct state intervention in employment decisions, but it does not alter market rules (e.g., hiring/firing laws) or labor-capital dynamics.""},{""axis"":""welfare_policy"",""pole"":""restriction"",""strength"":""primary"",""rationale"":""Reducing state employee compensation/headcount directly restricts public-sector welfare (services, jobs, benefits).""},{""axis"":""public_private_provision"",""pole"":""private_provision"",""strength"":""secondary"",""rationale"":""While not explicitly shifting to private provision, the reduction of public-sector capacity implicitly prioritizes private alternatives (e.g., outsourcing).""},{""axis"":""labor_capital_alignment"",""pole"":""capital_management"",""strength"":""secondary"",""rationale"":""Furloughs/layoffs align with capital\u2019s cost-cutting priorities, though the mechanism is state-directed.""}]","[[""labor_capital_alignment"", ""capital_management""], [""market_governance"", ""intervention""], [""public_private_provision"", ""private_provision""], [""welfare_policy"", ""restriction""]]",True,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_BA4CFD7BC06EEBC3_ministral-3_8b.json
2.0.1,02D41D0EE82A0C47,2018,Campaign Finance & Government Reform Issues:,,c) Do you support the use of an independent AND/OR bipartisan commission for redistricting?,18,escalation,ministral-3:8b,government_reform,redistricting_mechanism,Use of a neutral or cross-partisan body to draw legislative district boundaries,True,high,"""independent AND/OR bipartisan commission""",False,,"[{""axis"":""institutional_populism"",""pole"":""popular_control"",""strength"":""secondary"",""rationale"":""Removing partisan control of redistricting aligns with public oversight, though not explicitly framed as direct citizen empowerment.""},{""axis"":""market_governance"",""pole"":""intervention"",""strength"":""primary"",""rationale"":""Redistricting is a government intervention in electoral processes to ensure fair representation. An independent commission represents a structured form of intervention.""}]","[[""institutional_populism"", ""popular_control""], [""market_governance"", ""intervention""]]",True,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_02D41D0EE82A0C47_ministral-3_8b.json
2.0.1,8C79679C3CD55C04,2018,Health Issues:,,b) Do you support Medicaid expansion through Alabama's health care programs?,18,escalation,ministral-3:8b,healthcare,healthcare_access,Medicaid eligibility expansion via state healthcare programs,True,high,"""Medicaid expansion through Alabama's health care programs""",False,,"[{""axis"":""welfare_policy"",""pole"":""expansion"",""strength"":""primary"",""rationale"":""Directly expands access to Medicaid, a welfare program.""},{""axis"":""public_private_provision"",""pole"":""public_provision"",""strength"":""primary"",""rationale"":""Relies on state-run healthcare programs (Medicaid) rather than private alternatives.""}]","[[""public_private_provision"", ""public_provision""], [""welfare_policy"", ""expansion""]]",True,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_8C79679C3CD55C04_ministral-3_8b.json
2.0.1,2B0E533AEFC60615,1998,Welfare,Indicate which principles you support (if any) regarding welfare.,"g) Allow welfare recipients to remain eligible for benefits while saving money for education, starting a business, or buying a home.",17,escalation,ministral-3:8b,welfare,welfare_eligibility_for_savings,"Permit welfare recipients to keep benefits while saving funds for education, entrepreneurship, or homeownership.",False,high,"""Allow welfare recipients to remain eligible for benefits while saving money for education, starting a business, or buying a home.""",False,,"[{""axis"":""market_governance"",""pole"":""intervention"",""strength"":""secondary"",""rationale"":""The policy explicitly allows welfare recipients to engage in market-based activities (education, business, homeownership) without penalty, implying a conditional intervention to enable economic mobility.""},{""axis"":""welfare_policy"",""pole"":""expansion"",""strength"":""primary"",""rationale"":""The option expands welfare eligibility criteria by permitting recipients to retain benefits while pursuing self-sufficiency pathways (e.g., education, business).""},{""axis"":""labor_capital_alignment"",""pole"":""labor"",""strength"":""secondary"",""rationale"":""Empowers labor (recipients) to transition toward capital-creating activities (business ownership, homeownership) without welfare penalties.""},{""axis"":""tax_distribution"",""pole"":""regressive"",""strength"":""secondary"",""rationale"":""Vague but implies a potential regressive effect if savings are taxed or if recipients lack financial literacy to leverage benefits effectively. No explicit redistribution mechanism is stated.""}]","[[""labor_capital_alignment"", ""labor""], [""market_governance"", ""intervention""], [""tax_distribution"", ""regressive""], [""welfare_policy"", ""expansion""]]",True,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_2B0E533AEFC60615_ministral-3_8b.json
2.0.1,2E2B3DDA33D38BE7,2018,"Budget, Spending, & Tax Issues:",1) Budget Stabilization:Indicate which proposals you support (if any) for balancing Alabama's budget.,a) Reducing state employee salaries AND/OR pensions?,17,escalation,ministral-3:8b,welfare,labor_capital_alignment,Reduction of public-sector compensation (salaries and pensions) to balance the budget.,False,high,Reducing state employee salaries AND/OR pensions,False,,"[{""axis"":""welfare_policy"",""pole"":""restriction"",""strength"":""secondary"",""rationale"":""Directly reduces public-sector benefits, which are a form of welfare expenditure.""},{""axis"":""labor_capital_alignment"",""pole"":""capital_management"",""strength"":""primary"",""rationale"":""Favors capital (state government) over labor (public employees) by reducing their compensation.""}]","[[""labor_capital_alignment"", ""capital_management""], [""welfare_policy"", ""restriction""]]",True,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_2E2B3DDA33D38BE7_ministral-3_8b.json
2.0.1,6132F9FB6E2EA24E,1998,Crime,Indicate which principles you support (if any) to address crime.,b) Support contracting with private sector firms to build and/or manage state prisons.,16,escalation,ministral-3:8b,criminal_justice,prison_governance,Outsource prison construction/management to private companies,True,high,"""contracting with private sector firms""",False,,"[{""axis"":""public_private_provision"",""pole"":""private_provision"",""strength"":""primary"",""rationale"":""Explicitly shifts prison operations from public to private sector.""},{""axis"":""market_governance"",""pole"":""intervention"",""strength"":""secondary"",""rationale"":""Government contracts with private firms, implying regulatory oversight of market actors.""}]","[[""market_governance"", ""intervention""], [""public_private_provision"", ""private_provision""]]",True,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_6132F9FB6E2EA24E_ministral-3_8b.json
2.0.1,3DF013D73F0D40C0,2002,Crime Issues,Indicate which principles you support (if any) to address crime.,b) Support contracting with private sector firms to build and/or manage state prisons.,16,escalation,ministral-3:8b,criminal_justice,prison_governance,Outsource prison construction/management to private companies,True,high,"""contracting with private sector firms to build and/or manage state prisons""",False,,"[{""axis"":""public_private_provision"",""pole"":""private_provision"",""strength"":""primary"",""rationale"":""Explicitly shifts prison operations from public to private entities.""},{""axis"":""market_governance"",""pole"":""intervention"",""strength"":""secondary"",""rationale"":""Government intervenes in the market by contracting out a traditionally public function, but does not otherwise restrict market autonomy.""}]","[[""market_governance"", ""intervention""], [""public_private_provision"", ""private_provision""]]",True,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_3DF013D73F0D40C0_ministral-3_8b.json
